EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	83475	15.5187	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61321	9.9096	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4822	1.0097	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4707	0.7789	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	556	0.1044	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	82	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1081829238	83561294.7651	0.0772
wait/io/file/innodb/innodb_data_file	135734361	47044348.7483	0.3466
wait/synch/sxlock/innodb/btr_search_latch	775878634	6670206.4227	0.0086
wait/synch/mutex/innodb/lock_mutex	1138518723	1192948.7947	0.0010
wait/synch/sxlock/innodb/index_tree_rw_lock	918903175	1165891.5041	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6618952007	796240.6238	0.0001
wait/lock/table/sql/handler	581422562	492771.3509	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1195082925	309374.8350	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19419590	307037.9047	0.0158
wait/synch/mutex/innodb/log_sys_mutex	841759998	283717.6831	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1035911970	234694.1959	0.0002
wait/synch/mutex/innodb/trx_mutex	5941621344	226707.7222	0.0000
wait/io/file/innodb/innodb_log_file	41469	172620.8195	4.1626
wait/synch/mutex/innodb/trx_sys_mutex	540154203	125528.0011	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	8920504	89322.1382	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	34940397	58123.5806	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	113536519	41730.5315	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	397643960	38745.1908	0.0001
wait/synch/mutex/innodb/sync_array_mutex	73884786	21586.4564	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	285033449	12410.4715	0.0000
wait/synch/mutex/innodb/flush_list_mutex	157181497	12263.0594	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	88180996	10977.1543	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1344	4308.0675	3.2054
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53355792	4110.4826	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10039840	1814.8105	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22477911	1475.1547	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15623690	1087.3222	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	302468	580.0362	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2501246	251.9580	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	732343	136.0722	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	83618	15.5431	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61437	9.9169	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4832	1.0124	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4717	0.7806	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	557	0.1045	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	82	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1083798901	83746751.5381	0.0773
wait/io/file/innodb/innodb_data_file	136015152	47158547.9864	0.3467
wait/synch/sxlock/innodb/btr_search_latch	777325950	6680885.9496	0.0086
wait/synch/mutex/innodb/lock_mutex	1140586040	1195402.9768	0.0010
wait/synch/sxlock/innodb/index_tree_rw_lock	920570147	1168069.4566	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6631023529	797786.6804	0.0001
wait/lock/table/sql/handler	582480104	493702.6563	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1197363030	310048.8076	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19451784	307653.0823	0.0158
wait/synch/mutex/innodb/log_sys_mutex	843310232	284191.9759	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1037924544	235124.9879	0.0002
wait/synch/mutex/innodb/trx_mutex	5952427541	227135.3756	0.0000
wait/io/file/innodb/innodb_log_file	41508	172929.0136	4.1662
wait/synch/mutex/innodb/trx_sys_mutex	541136525	125743.4589	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	8944135	89514.8018	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35020292	58265.5957	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	113742824	41783.9147	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	398367117	38817.7402	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74017819	21621.7173	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	285551734	12434.0524	0.0000
wait/synch/mutex/innodb/flush_list_mutex	157513670	12288.7091	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	88358589	10998.7647	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1348	4319.4875	3.2044
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53456881	4118.4134	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10057905	1817.2455	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22526746	1478.5181	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15651994	1089.0439	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	303011	580.7898	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2506621	252.5406	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	733558	136.2668	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	83778	15.5693	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61545	9.9261	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4842	1.0149	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4727	0.7824	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	558	0.1047	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	82	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1085748647	83933686.3859	0.0773
wait/io/file/innodb/innodb_data_file	136290838	47274090.1562	0.3469
wait/synch/sxlock/innodb/btr_search_latch	778757202	6691643.4562	0.0086
wait/synch/mutex/innodb/lock_mutex	1142634689	1199932.4927	0.0010
wait/synch/sxlock/innodb/index_tree_rw_lock	922218051	1170262.3143	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6642963629	799295.1777	0.0001
wait/lock/table/sql/handler	583528502	494619.8261	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1199617902	310682.8683	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19483886	308294.9129	0.0158
wait/synch/mutex/innodb/log_sys_mutex	844845939	284655.5929	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1039905698	235584.6704	0.0002
wait/synch/mutex/innodb/trx_mutex	5963140509	227557.8577	0.0000
wait/io/file/innodb/innodb_log_file	41537	173207.7076	4.1700
wait/synch/mutex/innodb/trx_sys_mutex	542110165	125965.1740	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	8967296	89761.1592	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35098405	58408.6156	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	113946711	41831.2026	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	399084541	38888.9118	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74147526	21657.3963	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	286065252	12457.3253	0.0000
wait/synch/mutex/innodb/flush_list_mutex	157841437	12313.8340	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	88535796	11020.5192	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1350	4326.1706	3.2046
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53557174	4126.3380	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10075476	1819.6430	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22575044	1481.7954	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15680165	1090.7050	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	303484	581.2214	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2512184	253.0997	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	734797	136.4713	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	83910	15.5972	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61662	9.9335	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4851	1.0171	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4736	0.7839	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	559	0.1049	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	82	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1087776686	84116903.6875	0.0773
wait/io/file/innodb/innodb_data_file	136580351	47382627.9442	0.3469
wait/synch/sxlock/innodb/btr_search_latch	780247446	6702992.2608	0.0086
wait/synch/mutex/innodb/lock_mutex	1144766806	1202572.8694	0.0011
wait/synch/sxlock/innodb/index_tree_rw_lock	923938231	1172527.7272	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6655421487	800867.0981	0.0001
wait/lock/table/sql/handler	584618440	495567.7013	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1201972259	311347.3125	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19517434	308888.6399	0.0158
wait/synch/mutex/innodb/log_sys_mutex	846445683	285169.9714	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1041976706	236078.9255	0.0002
wait/synch/mutex/innodb/trx_mutex	5974279812	227994.5732	0.0000
wait/io/file/innodb/innodb_log_file	41573	173527.7959	4.1741
wait/synch/mutex/innodb/trx_sys_mutex	543122794	126181.5520	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	8991514	90026.2694	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35180315	58535.3292	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	114159452	41874.2130	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	399831018	38962.1403	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74285714	21698.8770	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	286600060	12481.3233	0.0000
wait/synch/mutex/innodb/flush_list_mutex	158184048	12340.5894	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	88720095	11042.5089	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1354	4338.5036	3.2042
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53661865	4134.5962	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10095385	1822.1742	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22624985	1485.1607	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15709678	1092.5152	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	304015	582.1723	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2517935	253.7015	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	736057	136.6732	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	84071	15.6251	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61778	9.9410	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4861	1.0190	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4746	0.7855	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	560	0.1051	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	82	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1089709212	84305120.1020	0.0774
wait/io/file/innodb/innodb_data_file	136852763	47493993.7801	0.3470
wait/synch/sxlock/innodb/btr_search_latch	781670124	6713317.4402	0.0086
wait/synch/mutex/innodb/lock_mutex	1146797443	1204588.0827	0.0011
wait/synch/sxlock/innodb/index_tree_rw_lock	925572848	1177909.2115	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6667267963	802371.3058	0.0001
wait/lock/table/sql/handler	585657405	496477.4370	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1204203977	311970.9140	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19549009	309543.0265	0.0158
wait/synch/mutex/innodb/log_sys_mutex	847967308	285634.5039	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1043949291	236496.1411	0.0002
wait/synch/mutex/innodb/trx_mutex	5984896489	228414.4091	0.0000
wait/io/file/innodb/innodb_log_file	41603	173786.0312	4.1772
wait/synch/mutex/innodb/trx_sys_mutex	544088000	126404.3937	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	9013949	90281.1417	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35256695	58661.5639	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	114362099	41919.4946	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	400541163	39033.0229	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74415899	21731.7875	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	287108753	12504.3226	0.0000
wait/synch/mutex/innodb/flush_list_mutex	158509968	12365.7198	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	88894983	11064.0659	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1356	4345.2265	3.2044
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53760854	4142.3122	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10112009	1824.4441	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22672468	1488.3601	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15737669	1094.3083	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	304552	582.8255	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2523188	254.2728	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	737210	136.8632	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	84216	15.6505	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61877	9.9476	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4871	1.0217	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4756	0.7872	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	561	0.1056	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	83	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1091772275	84489793.9286	0.0774
wait/io/file/innodb/innodb_data_file	137144845	47606205.8244	0.3471
wait/synch/sxlock/innodb/btr_search_latch	783195872	6723184.3470	0.0086
wait/synch/mutex/innodb/lock_mutex	1148965365	1207347.3566	0.0011
wait/synch/sxlock/innodb/index_tree_rw_lock	927319556	1180854.5756	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6679941464	803905.7321	0.0001
wait/lock/table/sql/handler	586766127	497418.0270	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1206595741	312599.7356	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19583228	310295.8131	0.0158
wait/synch/mutex/innodb/log_sys_mutex	849594367	286090.5575	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1046071232	236933.5414	0.0002
wait/synch/mutex/innodb/trx_mutex	5996228342	228850.0876	0.0000
wait/io/file/innodb/innodb_log_file	41633	174052.1919	4.1806
wait/synch/mutex/innodb/trx_sys_mutex	545117676	126777.1126	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	9037615	90628.0144	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35338065	58792.6771	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	114578558	41981.9395	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	401299845	39104.9645	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74545952	21765.6943	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	287652555	12528.0743	0.0000
wait/synch/mutex/innodb/flush_list_mutex	158860961	12391.2171	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	89081860	11085.3094	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1358	4351.0039	3.2040
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53866724	4150.3728	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10132106	1826.9706	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22723125	1491.6597	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15767950	1096.1921	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	305251	583.6308	0.0019
wait/synch/mutex/innodb/purge_sys_pq_mutex	2528587	260.2093	0.0001
wait/synch/mutex/innodb/ibuf_bitmap_mutex	738467	137.0511	0.0002
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/synch/sxlock/innodb/trx_purge_latch	84356	15.6850	0.0002
wait/synch/mutex/innodb/page_cleaner_mutex	61994	9.9543	0.0002
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/row_drop_list_mutex	4881	1.0237	0.0002
wait/synch/mutex/innodb/ibuf_mutex	4766	0.7886	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/sxlock/innodb/dict_table_stats	544	0.1468	0.0003
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/mutex/innodb/recalc_pool_mutex	562	0.1057	0.0002
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	242	0.0340	0.0001
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	83	0.0024	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	1093816259	84673850.3382	0.0774
wait/io/file/innodb/innodb_data_file	137436744	47717974.3949	0.3472
wait/synch/sxlock/innodb/btr_search_latch	784700678	6733327.0146	0.0086
wait/synch/mutex/innodb/lock_mutex	1151112061	1210186.6394	0.0011
wait/synch/sxlock/innodb/index_tree_rw_lock	929051254	1183116.9889	0.0013
wait/synch/sxlock/innodb/hash_table_locks	6692489755	805512.0132	0.0001
wait/lock/table/sql/handler	587863911	498360.1626	0.0008
wait/synch/mutex/innodb/fil_system_mutex	1208964615	313227.2772	0.0003
wait/synch/sxlock/innodb/fil_space_latch	19616718	311553.7522	0.0159
wait/synch/mutex/innodb/log_sys_mutex	851204368	286618.9334	0.0003
wait/synch/mutex/innodb/buf_pool_mutex	1048161896	237399.1270	0.0002
wait/synch/mutex/innodb/trx_mutex	6007443883	229284.1998	0.0000
wait/io/file/innodb/innodb_log_file	41669	174374.9327	4.1848
wait/synch/mutex/innodb/trx_sys_mutex	546137676	127001.1497	0.0002
wait/synch/mutex/innodb/log_sys_write_mutex	9062398	90797.5812	0.0100
wait/synch/mutex/innodb/buf_dblwr_mutex	35420895	58938.7075	0.0017
wait/synch/mutex/innodb/redo_rseg_mutex	114793067	42087.9565	0.0004
wait/synch/sxlock/innodb/dict_operation_lock	402050757	39177.7215	0.0001
wait/synch/mutex/innodb/sync_array_mutex	74682490	21814.9670	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	288190754	12552.0260	0.0000
wait/synch/mutex/innodb/flush_list_mutex	159206660	12417.5904	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	89267015	11107.1541	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	1362	4363.4149	3.2037
wait/synch/mutex/innodb/nvdimm_static_region_mutex	53972270	4158.4172	0.0001
wait/synch/mutex/innodb/dict_sys_mutex	10151060	1829.4405	0.0002
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	22773176	1495.0074	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	448	1276.4166	2.8491
wait/synch/mutex/innodb/srv_sys_mutex	15797623	1098.9337	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	305717	584.4019	0.0019
