EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/synch/sxlock/innodb/trx_purge_latch	21902	3.9797	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1209	0.2479	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1094	0.1810	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	141	0.0254	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	291632885	17230829.6020	0.0591
wait/io/file/innodb/innodb_data_file	33149668	8162422.5996	0.2462
wait/synch/sxlock/innodb/btr_search_latch	201583283	2483652.4495	0.0123
wait/synch/sxlock/innodb/hash_table_locks	1784842386	211488.0064	0.0001
wait/synch/mutex/innodb/lock_mutex	307471791	196169.7878	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	249296897	179291.9743	0.0007
wait/lock/table/sql/handler	156751956	130652.8438	0.0008
wait/synch/mutex/innodb/log_sys_mutex	225855671	89015.1371	0.0004
wait/synch/mutex/innodb/fil_system_mutex	312168478	70717.9026	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	256795090	69804.0082	0.0003
wait/synch/mutex/innodb/trx_mutex	1601936648	59803.7787	0.0000
wait/io/file/innodb/innodb_log_file	28754	53757.4735	1.8696
wait/synch/mutex/innodb/trx_sys_mutex	145610150	36045.0190	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5651569	35298.8143	0.0062
wait/synch/sxlock/innodb/dict_operation_lock	107179608	10130.5596	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1060752	8682.7167	0.0082
wait/synch/mutex/innodb/redo_rseg_mutex	30607552	7576.8059	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21341743	7159.8342	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6176880	6880.2398	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	76832927	3260.4839	0.0000
wait/synch/mutex/innodb/flush_list_mutex	35109057	3176.4296	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22234269	3114.6382	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14808000	1172.0644	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	310	979.4005	3.1594
wait/synch/mutex/innodb/dict_sys_mutex	2703497	862.3923	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4191892	301.7832	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4310906	276.9249	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	80778	202.4496	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	522703	51.1092	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	256500	34.2211	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19826	5.7977	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22104	4.0134	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1218	0.2503	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1103	0.1827	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	142	0.0255	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	293721659	17410163.3311	0.0593
wait/io/file/innodb/innodb_data_file	33393422	8267417.3608	0.2476
wait/synch/sxlock/innodb/btr_search_latch	203075081	2496558.7585	0.0123
wait/synch/sxlock/innodb/hash_table_locks	1797562997	213037.7523	0.0001
wait/synch/mutex/innodb/lock_mutex	309672806	198938.6647	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	251064459	182392.2135	0.0007
wait/lock/table/sql/handler	157876352	131623.2915	0.0008
wait/synch/mutex/innodb/log_sys_mutex	227466134	89542.0872	0.0004
wait/synch/mutex/innodb/fil_system_mutex	314414927	71289.1889	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	258763114	70187.9436	0.0003
wait/synch/mutex/innodb/trx_mutex	1613427009	60251.6331	0.0000
wait/io/file/innodb/innodb_log_file	28788	54053.8002	1.8777
wait/synch/mutex/innodb/trx_sys_mutex	146654169	36294.2485	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5690679	35982.9753	0.0063
wait/synch/sxlock/innodb/dict_operation_lock	107948524	10203.7437	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1076578	8749.7456	0.0081
wait/synch/mutex/innodb/redo_rseg_mutex	30826959	7623.0460	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21482009	7198.9896	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6242482	6961.8260	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	77383237	3284.9120	0.0000
wait/synch/mutex/innodb/flush_list_mutex	35397330	3198.0200	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22394344	3133.9836	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	14903729	1179.4882	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	314	991.8136	3.1586
wait/synch/mutex/innodb/dict_sys_mutex	2722240	864.8180	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4222452	303.9918	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4351776	279.6772	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	81303	203.1766	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	527184	51.5575	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	257830	34.4322	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	19940	5.8159	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22242	4.0372	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1228	0.2526	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1113	0.1848	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	143	0.0257	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	296126845	17571717.4139	0.0593
wait/io/file/innodb/innodb_data_file	33668050	8351518.2604	0.2481
wait/synch/sxlock/innodb/btr_search_latch	204767250	2513334.2328	0.0123
wait/synch/sxlock/innodb/hash_table_locks	1812208657	214770.0320	0.0001
wait/synch/mutex/innodb/lock_mutex	312203656	200828.1156	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	253106942	184510.3297	0.0007
wait/lock/table/sql/handler	159169138	132720.5490	0.0008
wait/synch/mutex/innodb/log_sys_mutex	229317115	90195.0230	0.0004
wait/synch/mutex/innodb/fil_system_mutex	316979805	71931.9578	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	260963043	70641.0514	0.0003
wait/synch/mutex/innodb/trx_mutex	1626636304	60755.6948	0.0000
wait/io/file/innodb/innodb_log_file	28824	54427.6577	1.8883
wait/synch/mutex/innodb/trx_sys_mutex	147854146	36578.8033	0.0002
wait/synch/sxlock/innodb/fil_space_latch	5735336	36440.2322	0.0064
wait/synch/sxlock/innodb/dict_operation_lock	108832018	10286.4856	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1091532	8839.0154	0.0081
wait/synch/mutex/innodb/redo_rseg_mutex	31079406	7657.9451	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21652153	7266.7286	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6313384	7069.3773	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	78016540	3312.4176	0.0000
wait/synch/mutex/innodb/flush_list_mutex	35718230	3222.1011	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22577922	3155.9745	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	15013268	1187.8337	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	316	998.6510	3.1603
wait/synch/mutex/innodb/dict_sys_mutex	2744898	868.0508	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4257421	306.2055	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4398678	282.7040	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	81969	204.6746	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	532160	52.0398	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	259300	34.6381	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	20086	5.8687	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22418	4.0679	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1238	0.2552	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1123	0.1863	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	144	0.0258	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	298335484	17745647.7771	0.0595
wait/io/file/innodb/innodb_data_file	33926677	8452295.0645	0.2491
wait/synch/sxlock/innodb/btr_search_latch	206348574	2525764.8301	0.0122
wait/synch/sxlock/innodb/hash_table_locks	1825677100	216386.6284	0.0001
wait/synch/mutex/innodb/lock_mutex	314529278	202789.2528	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	254978507	187783.5317	0.0007
wait/lock/table/sql/handler	160357156	133733.9052	0.0008
wait/synch/mutex/innodb/log_sys_mutex	231020242	90754.4335	0.0004
wait/synch/mutex/innodb/fil_system_mutex	319357021	72545.5943	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	263055189	71035.5979	0.0003
wait/synch/mutex/innodb/trx_mutex	1638777957	61223.2243	0.0000
wait/io/file/innodb/innodb_log_file	28865	54784.6850	1.8980
wait/synch/sxlock/innodb/fil_space_latch	5776613	37011.3820	0.0064
wait/synch/mutex/innodb/trx_sys_mutex	148957252	36834.5742	0.0002
wait/synch/sxlock/innodb/dict_operation_lock	109644589	10364.1829	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1108307	8979.1599	0.0081
wait/synch/mutex/innodb/redo_rseg_mutex	31310959	7700.1666	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21795752	7300.5822	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6381385	7191.5331	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	78598331	3337.9004	0.0000
wait/synch/mutex/innodb/flush_list_mutex	36025239	3245.3862	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22747007	3176.6280	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	15114080	1195.6078	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	320	1016.6551	3.1770
wait/synch/mutex/innodb/dict_sys_mutex	2765123	870.6713	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4289783	308.2376	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4441915	285.4459	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	82598	205.7887	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	537032	52.5251	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	260706	34.8439	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	20197	5.8764	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22580	4.0966	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1248	0.2573	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1133	0.1881	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	145	0.0259	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	21	0.0006	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	300772665	17908591.7481	0.0595
wait/io/file/innodb/innodb_data_file	34206503	8542253.5515	0.2497
wait/synch/sxlock/innodb/btr_search_latch	208075315	2540063.0998	0.0122
wait/synch/sxlock/innodb/hash_table_locks	1840530889	218082.7828	0.0001
wait/synch/mutex/innodb/lock_mutex	317096733	204869.4900	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	257046971	189608.3195	0.0007
wait/lock/table/sql/handler	161667069	134822.2028	0.0008
wait/synch/mutex/innodb/log_sys_mutex	232897480	91365.2682	0.0004
wait/synch/mutex/innodb/fil_system_mutex	321960106	73172.5267	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	265320527	71429.5973	0.0003
wait/synch/mutex/innodb/trx_mutex	1652165760	61724.6371	0.0000
wait/io/file/innodb/innodb_log_file	28903	55163.6347	1.9086
wait/synch/sxlock/innodb/fil_space_latch	5822089	37689.6409	0.0065
wait/synch/mutex/innodb/trx_sys_mutex	150174691	37150.9411	0.0002
wait/synch/sxlock/innodb/dict_operation_lock	110539987	10445.8500	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1124121	9059.6639	0.0081
wait/synch/mutex/innodb/redo_rseg_mutex	31567007	7819.9311	0.0002
wait/synch/mutex/innodb/sync_array_mutex	21959269	7343.5212	0.0003
wait/synch/mutex/innodb/buf_dblwr_mutex	6453258	7308.2999	0.0011
wait/synch/mutex/innodb/trx_undo_mutex	79240372	3365.1589	0.0000
wait/synch/mutex/innodb/flush_list_mutex	36358058	3269.1683	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	22932801	3198.6093	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	15224418	1203.6057	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	322	1022.6525	3.1759
wait/synch/mutex/innodb/dict_sys_mutex	2786802	873.4021	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4325360	310.5630	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4489501	288.3836	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	83369	207.3926	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	542272	53.0037	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	262285	35.0699	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	20329	5.8863	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22794	4.1424	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1257	0.2596	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1142	0.1893	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	146	0.0260	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	22	0.0007	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	303017092	18080018.4743	0.0597
wait/io/file/innodb/innodb_data_file	34463691	8637411.1920	0.2506
wait/synch/sxlock/innodb/btr_search_latch	209663223	2554957.3740	0.0122
wait/synch/sxlock/innodb/hash_table_locks	1854188115	219706.0220	0.0001
wait/synch/mutex/innodb/lock_mutex	319459253	207650.0965	0.0006
wait/synch/sxlock/innodb/index_tree_rw_lock	258949046	191629.1386	0.0007
wait/lock/table/sql/handler	162872724	135847.0599	0.0008
wait/synch/mutex/innodb/log_sys_mutex	234625044	91941.3740	0.0004
wait/synch/mutex/innodb/fil_system_mutex	324353442	73770.5903	0.0002
wait/synch/mutex/innodb/buf_pool_mutex	267389990	71813.2020	0.0003
wait/synch/mutex/innodb/trx_mutex	1664484649	62195.4540	0.0000
wait/io/file/innodb/innodb_log_file	28933	55470.7091	1.9172
wait/synch/sxlock/innodb/fil_space_latch	5863389	38357.4926	0.0065
wait/synch/mutex/innodb/trx_sys_mutex	151295472	37471.3006	0.0002
wait/synch/sxlock/innodb/dict_operation_lock	111363879	10524.3602	0.0001
wait/synch/mutex/innodb/log_sys_write_mutex	1139825	9122.4464	0.0080
wait/synch/mutex/innodb/redo_rseg_mutex	31802989	7853.1579	0.0002
wait/synch/mutex/innodb/buf_dblwr_mutex	6521367	7419.7148	0.0011
wait/synch/mutex/innodb/sync_array_mutex	22114043	7384.7413	0.0003
wait/synch/mutex/innodb/trx_undo_mutex	79831628	3391.0011	0.0000
wait/synch/mutex/innodb/flush_list_mutex	36662222	3291.1062	0.0001
wait/synch/mutex/innodb/log_flush_order_mutex	23103856	3218.6339	0.0001
wait/synch/mutex/innodb/trx_pool_mutex	328	1276.4083	3.8915
wait/synch/mutex/innodb/nvdimm_static_region_mutex	15326326	1211.5644	0.0001
wait/synch/sxlock/innodb/checkpoint_lock	324	1029.3921	3.1771
wait/synch/mutex/innodb/dict_sys_mutex	2806977	876.0067	0.0003
wait/synch/mutex/innodb/srv_sys_mutex	4358087	313.3546	0.0001
wait/synch/mutex/innodb/nvdimm_dynamic_region_mutex	4533403	291.2003	0.0001
wait/synch/mutex/innodb/lock_wait_mutex	83977	208.8507	0.0025
wait/synch/mutex/innodb/purge_sys_pq_mutex	547236	53.4848	0.0001
wait/synch/mutex/innodb/rw_lock_list_mutex	2097391	42.1598	0.0000
wait/io/file/sql/ERRMSG	5	38.5050	7.7010
wait/synch/mutex/innodb/ibuf_bitmap_mutex	263631	35.2655	0.0001
wait/io/file/sql/dbopt	188	31.3050	0.1665
wait/io/file/sql/FRM	1365	15.8159	0.0116
wait/io/file/mysys/charset	3	9.5828	3.1943
wait/synch/mutex/innodb/page_cleaner_mutex	20445	5.8960	0.0003
wait/synch/sxlock/innodb/trx_purge_latch	22951	4.1687	0.0002
wait/synch/mutex/innodb/row_drop_list_mutex	1267	0.2619	0.0002
wait/io/file/sql/casetest	10	0.1970	0.0197
wait/synch/mutex/innodb/ibuf_mutex	1152	0.1912	0.0002
wait/io/file/mysys/cnf	5	0.1140	0.0228
wait/synch/sxlock/innodb/dict_table_stats	256	0.0980	0.0004
wait/synch/mutex/innodb/innobase_share_mutex	334	0.0892	0.0003
wait/io/file/sql/pid	3	0.0477	0.0159
wait/synch/mutex/innodb/file_format_max_mutex	329	0.0444	0.0001
wait/synch/mutex/innodb/trx_pool_manager_mutex	182	0.0323	0.0002
wait/synch/mutex/innodb/recalc_pool_mutex	147	0.0262	0.0002
wait/io/file/sql/global_ddl_log	2	0.0109	0.0054
wait/synch/mutex/innodb/recv_sys_mutex	174	0.0092	0.0001
wait/synch/mutex/innodb/thread_mutex	32	0.0029	0.0001
wait/synch/mutex/innodb/srv_innodb_monitor_mutex	22	0.0007	0.0000
wait/synch/mutex/innodb/recv_writer_mutex	3	0.0005	0.0002
wait/synch/mutex/innodb/autoinc_mutex	1	0.0000	0.0000
EVENT_NAME	COUNT_STAR	SUM_TIMER_WAIT_MS	AVG_TIMER_WAIT_MS
wait/io/table/sql/handler	305426327	18244400.8435	0.0597
wait/io/file/innodb/innodb_data_file	34739612	8730075.3522	0.2513
wait/synch/sxlock/innodb/btr_search_latch	211368389	2569382.6433	0.0122
wait/synch/sxlock/innodb/hash_table_locks	1868864467	221399.6592	0.0001
wait/synch/mutex/innodb/lock_mutex	321994045	209769.3702	0.0007
wait/synch/sxlock/innodb/index_tree_rw_lock	260991487	193419.8192	0.0007
wait/lock/table/sql/handler	164166612	136925.6797	0.0008
wait/synch/mutex/innodb/log_sys_mutex	236478683	92551.5489	0.0004
wait/synch/mutex/innodb/fil_system_mutex	326921888	74407.4842	0.0002
